id,quarter,ann_time,t0,source_pdf,TariffMentions_call_all,TariffSent_mean_call_all,TariffSent_shareNeg_call_all,TariffSent_fwd_call_all,TariffMentions_call_prep,TariffSent_mean_call_prep,TariffSent_shareNeg_call_prep,TariffSent_fwd_call_prep,TariffMentions_call_qna,TariffSent_mean_call_qna,TariffSent_shareNeg_call_qna,TariffSent_fwd_call_qna
,2025Q2,2025-04-29 21:00:00+00:00,2025-04-30,"Seagate Technology Holdings plc, Q3 2025 Earnings Call, Apr 29, 2025.pdf",11,-0.09090909090909091,0.09090909090909091,0.0,3,0.0,0.0,0.0,8,-0.125,0.125,0.0
,2025Q3,2025-07-29 21:00:00+00:00,2025-07-30,"Seagate Technology Holdings plc, Q4 2025 Earnings Call, Jul 29, 2025.pdf",1,0.0,0.0,0.0,1,0.0,0.0,0.0,0,,,
,2025Q2,2025-05-12 21:00:00+00:00,2025-05-13,"Simon Property Group, Inc., Q1 2025 Earnings Call, May 12, 2025.pdf",15,0.06666666666666667,0.06666666666666667,,1,0.0,0.0,,14,0.07142857142857142,0.07142857142857142,
,2024Q1,2024-01-24 22:00:00+00:00,2024-01-25,"ServiceNow, Inc., 2023 Earnings Call, Jan 24, 2024.pdf",4,0.0,0.0,,1,0.0,0.0,,3,0.0,0.0,
,2025Q3,2025-07-23 21:00:00+00:00,2025-07-24,"ServiceNow, Inc., Q2 2025 Earnings Call, Jul 23, 2025.pdf",6,0.0,0.0,,1,0.0,0.0,,5,0.0,0.0,
,2025Q2,2025-04-23 21:00:00+00:00,2025-04-24,"ServiceNow, Inc., Q1 2025 Earnings Call, Apr 23, 2025.pdf",6,0.16666666666666666,0.0,,4,0.0,0.0,,2,0.5,0.0,
,2025Q3,2025-08-04 21:00:00+00:00,2025-08-05,"Simon Property Group, Inc., Q2 2025 Earnings Call, Aug 04, 2025.pdf",11,0.18181818181818182,0.09090909090909091,0.5,0,,,,11,0.18181818181818182,0.09090909090909091,0.5
,2024Q4,2024-11-01 14:00:00+00:00,2024-11-01,"Simon Property Group, Inc., Q3 2024 Earnings Call, Nov 01, 2024.pdf",1,0.0,0.0,,0,,,,1,0.0,0.0,
,2024Q1,2024-02-05 22:00:00+00:00,2024-02-06,"Simon Property Group, Inc., Q4 2023 Earnings Call, Feb 05, 2024.pdf",0,,,,0,,,,0,,,
,2025Q1,2025-02-04 22:00:00+00:00,2025-02-05,"Simon Property Group, Inc., Q4 2024 Earnings Call, Feb 04, 2025.pdf",4,0.0,0.0,,0,,,,4,0.0,0.0,
,,,,"Skyworks Solutions, Inc. Presents at KeyBanc Capital Markets Technology Leadership Forum, Aug-12-2025 0300 PM.pdf",1,-1.0,1.0,,0,,,,1,-1.0,1.0,
,2024Q1,2024-01-30 21:30:00+00:00,2024-01-31,"Skyworks Solutions, Inc., Q1 2024 Earnings Call, Jan 30, 2024.pdf",0,,,,0,,,,0,,,
,2025Q1,2025-02-05 21:30:00+00:00,2025-02-06,"Skyworks Solutions, Inc., Q1 2025 Earnings Call, Feb 05, 2025.pdf",1,0.0,0.0,,0,,,,1,0.0,0.0,
,2025Q2,2025-05-07 20:30:00+00:00,2025-05-08,"Skyworks Solutions, Inc., Q2 2025 Earnings Call, May 07, 2025.pdf",11,0.09090909090909091,0.09090909090909091,0.0,2,-0.5,0.5,-0.5,9,0.2222222222222222,0.0,0.5
,2024Q1,2024-02-07 09:00:00+00:00,2024-02-07,"Smurfit Kappa Group Plc, 2023 Earnings Call, Feb 07, 2024.pdf",2,0.5,0.0,,0,,,,2,0.5,0.0,
,2025Q2,2025-05-05 21:30:00+00:00,2025-05-06,"ServiceNow, Inc. - AnalystInvestor Day.pdf",4,-0.25,0.25,,2,-0.5,0.5,,2,0.0,0.0,
SW,2025Q2,2025-05-01 11:30:00+00:00,2025-05-01,"Smurfit Westrock Plc, Q1 2025 Earnings Call, May 01, 2025.pdf",8,0.0,0.125,0.0,0,,,,8,0.0,0.125,0.0
SW,2025Q3,2025-07-30 11:30:00+00:00,2025-07-30,"Smurfit Westrock Plc, Q2 2025 Earnings Call, Jul 30, 2025.pdf",13,-0.23076923076923078,0.3076923076923077,0.0,0,,,,13,-0.23076923076923078,0.3076923076923077,0.0
SOLV,2025Q1,2025-03-20 17:00:00+00:00,2025-03-21,Solventum Corporation - AnalystInvestor Day.pdf,0,,,,0,,,,0,,,
SNA,2025Q2,2025-04-24 16:00:00+00:00,2025-04-25,Snap-on Incorporated - ShareholderAnalyst Call.pdf,22,0.022727272727272728,0.13636363636363635,,15,0.13333333333333333,0.06666666666666667,,7,-0.21428571428571427,0.2857142857142857,
SNA,2025Q1,2025-02-06 15:00:00+00:00,2025-02-06,"Snap-on Incorporated, Q4 2024 Earnings Call, Feb 06, 2025.pdf",9,-0.4444444444444444,0.4444444444444444,,2,-1.0,1.0,,7,-0.2857142857142857,0.2857142857142857,
SNA,2025Q2,2025-04-17 14:00:00+00:00,2025-04-17,"Snap-on Incorporated, Q1 2025 Earnings Call, Apr 17, 2025.pdf",31,-0.039784946236559135,0.1935483870967742,,13,0.05897435897435897,0.23076923076923078,,18,-0.1111111111111111,0.16666666666666666,
SOLV,2025Q2,2025-05-08 20:30:00+00:00,2025-05-09,"Solventum Corporation, Q1 2025 Earnings Call, May 08, 2025.pdf",30,0.1,0.06666666666666667,0.5,14,0.21428571428571427,0.07142857142857142,0.5,16,0.0,0.0625,
SOLV,2024Q4,2024-11-07 21:30:00+00:00,2024-11-08,"Solventum Corporation, Q3 2024 Earnings Call, Nov 07, 2024.pdf",3,0.0,0.0,,0,,,,3,0.0,0.0,
,,,,"Stanley Black  Decker, Inc. Presents at NRF 2024 Retails Big Show, Jan-16-2024 0245 PM.pdf",0,,,,0,,,,0,,,
SOLV,2025Q1,2025-02-27 21:30:00+00:00,2025-02-28,"Solventum Corporation, Q4 2024 Earnings Call, Feb 27, 2025.pdf",7,-0.14285714285714285,0.14285714285714285,-1.0,2,-0.5,0.5,-1.0,5,0.0,0.0,
,2025Q2,2025-04-30 12:00:00+00:00,2025-04-30,"Stanley Black  Decker, Inc., Q1 2025 Earnings Call, Apr 30, 2025.pdf",47,-0.06028368794326241,0.23404255319148937,-0.05555555555555555,26,0.06410256410256411,0.15384615384615385,-0.16666666666666666,21,-0.21428571428571427,0.3333333333333333,0.16666666666666666
LUV,2024Q1,2024-01-25 17:30:00+00:00,2024-01-26,"Southwest Airlines Co., Q4 2023 Earnings Call, Jan 25, 2024.pdf",0,,,,0,,,,0,,,
,2025Q3,2025-07-29 12:00:00+00:00,2025-07-29,"Stanley Black  Decker, Inc., Q2 2025 Earnings Call, Jul 29, 2025.pdf",40,0.03333333333333333,0.15,-0.2,19,-0.05263157894736842,0.21052631578947367,-0.3333333333333333,21,0.11111111111111112,0.09523809523809523,-0.14285714285714285
,2024Q1,2024-02-01 13:00:00+00:00,2024-02-01,"Stanley Black  Decker, Inc., Q4 2023 Earnings Call, Feb 01, 2024.pdf",1,0.0,0.0,,0,,,,1,0.0,0.0,
,2024Q4,2024-10-29 12:00:00+00:00,2024-10-29,"Stanley Black  Decker, Inc., Q3 2024 Earnings Call, Oct 29, 2024.pdf",6,-0.16666666666666666,0.16666666666666666,-1.0,0,,,,6,-0.16666666666666666,0.16666666666666666,-1.0
,2025Q1,2025-02-05 13:00:00+00:00,2025-02-05,"Stanley Black  Decker, Inc., Q4 2024 Earnings Call, Feb 05, 2025.pdf",29,0.10344827586206896,0.06896551724137931,-0.2,16,-0.0625,0.125,-0.2,13,0.3076923076923077,0.0,
,2024Q1,2024-01-30 22:00:00+00:00,2024-01-31,"Starbucks Corporation, Q1 2024 Earnings Call, Jan 30, 2024.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-04-29 21:00:00+00:00,2025-04-30,"Starbucks Corporation, Q2 2025 Earnings Call, Apr 29, 2025.pdf",6,0.16666666666666666,0.16666666666666666,-1.0,5,0.0,0.2,-1.0,1,1.0,0.0,
,2025Q3,2025-07-29 20:15:00+00:00,2025-07-30,"Starbucks Corporation, Q3 2025 Earnings Call, Jul 29, 2025.pdf",3,0.0,0.3333333333333333,,3,0.0,0.3333333333333333,,0,,,
STT,2025Q2,2025-04-17 15:00:00+00:00,2025-04-17,"State Street Corporation, Q1 2025 Earnings Call, Apr 17, 2025.pdf",2,0.0,0.0,,0,,,,2,0.0,0.0,
,2025Q2,2025-04-23 15:00:00+00:00,2025-04-23,"Steel Dynamics, Inc., Q1 2025 Earnings Call, Apr 23, 2025.pdf",16,0.04166666666666667,0.125,0.0,4,0.16666666666666669,0.25,,12,0.0,0.08333333333333333,0.0
STT,2024Q1,2024-01-19 16:00:00+00:00,2024-01-20,"State Street Corporation, Q4 2023 Earnings Call, Jan 19, 2024.pdf",0,,,,0,,,,0,,,
,2025Q3,2025-07-22 15:00:00+00:00,2025-07-22,"Steel Dynamics, Inc., Q2 2025 Earnings Call, Jul 22, 2025.pdf",21,0.19047619047619047,0.047619047619047616,0.0,5,0.4,0.2,,16,0.125,0.0,0.0
,2024Q1,2024-01-24 16:00:00+00:00,2024-01-25,"Steel Dynamics, Inc., Q4 2023 Earnings Call, Jan 24, 2024.pdf",0,,,,0,,,,0,,,
,2025Q1,2025-01-23 16:00:00+00:00,2025-01-24,"Steel Dynamics, Inc., Q4 2024 Earnings Call, Jan 23, 2025.pdf",3,0.0,0.0,,1,0.0,0.0,,2,0.0,0.0,
SYK,2025Q2,2025-05-01 20:30:00+00:00,2025-05-02,"Stryker Corporation, Q1 2025 Earnings Call, May 01, 2025.pdf",37,-0.05405405405405405,0.1891891891891892,-0.26666666666666666,4,-0.08333333333333333,0.25,-0.16666666666666666,33,-0.050505050505050504,0.18181818181818182,-0.3333333333333333
SYK,2025Q1,2025-01-28 21:30:00+00:00,2025-01-29,"Stryker Corporation, Q4 2024 Earnings Call, Jan 28, 2025.pdf",3,0.0,0.0,,0,,,,3,0.0,0.0,
,2024Q1,2024-01-29 22:00:00+00:00,2024-01-30,"Super Micro Computer, Inc., Q2 2024 Earnings Call, Jan 29, 2024.pdf",0,,,,0,,,,0,,,
SYK,2025Q3,2025-07-31 20:30:00+00:00,2025-08-01,"Stryker Corporation, Q2 2025 Earnings Call, Jul 31, 2025.pdf",15,0.13333333333333333,0.06666666666666667,,4,0.0,0.25,,11,0.18181818181818182,0.0,
SYK,2024Q1,2024-01-30 21:30:00+00:00,2024-01-31,"Stryker Corporation, Q4 2023 Earnings Call, Jan 30, 2024.pdf",0,,,,0,,,,0,,,
SYF,2025Q2,2025-04-22 12:00:00+00:00,2025-04-22,"Synchrony Financial, Q1 2025 Earnings Call, Apr 22, 2025.pdf",9,-0.4444444444444444,0.4444444444444444,-1.0,2,-1.0,1.0,,7,-0.2857142857142857,0.2857142857142857,-1.0
,2025Q1,2025-02-26 22:00:00+00:00,2025-02-27,"Synopsys, Inc., Q1 2025 Earnings Call, Feb 26, 2025.pdf",0,,,,0,,,,0,,,
SYF,2024Q1,2024-01-23 13:00:00+00:00,2024-01-23,"Synchrony Financial, Q4 2023 Earnings Call, Jan 23, 2024.pdf",0,,,,0,,,,0,,,
SYY,2024Q1,2024-01-30 15:00:00+00:00,2024-01-30,"Sysco Corporation, Q2 2024 Earnings Call, Jan 30, 2024.pdf",0,,,,0,,,,0,,,
SYY,2025Q2,2025-04-29 14:00:00+00:00,2025-04-29,"Sysco Corporation, Q3 2025 Earnings Call, Apr 29, 2025.pdf",13,0.0,0.3076923076923077,,11,0.09090909090909091,0.2727272727272727,,2,-0.5,0.5,
SYY,2025Q1,2025-01-28 15:00:00+00:00,2025-01-28,"Sysco Corporation, Q2 2025 Earnings Call, Jan 28, 2025.pdf",2,0.0,0.0,,0,,,,2,0.0,0.0,
SYY,2025Q3,2025-07-29 14:00:00+00:00,2025-07-29,"Sysco Corporation, Q4 2025 Earnings Call, Jul 29, 2025.pdf",2,-1.0,1.0,,0,,,,2,-1.0,1.0,
,2025Q2,2025-04-24 20:30:00+00:00,2025-04-25,"T-Mobile US, Inc., Q1 2025 Earnings Call, Apr 24, 2025.pdf",5,-0.2,0.4,,0,,,,5,-0.2,0.4,
,2025Q2,2025-05-02 12:00:00+00:00,2025-05-02,"T. Rowe Price Group, Inc., Q1 2025 Earnings Call, May 02, 2025.pdf",1,0.0,0.0,,1,0.0,0.0,,0,,,
,2024Q1,2024-02-08 13:00:00+00:00,2024-02-08,"T. Rowe Price Group, Inc., Q4 2023 Earnings Call, Feb 08, 2024.pdf",0,,,,0,,,,0,,,
,2024Q1,2024-01-25 21:30:00+00:00,2024-01-26,"T-Mobile US, Inc., Q4 2023 Earnings Call, Jan 25, 2024.pdf",0,,,,0,,,,0,,,
TEL,2024Q1,2024-01-24 13:30:00+00:00,2024-01-24,"TE Connectivity Ltd., Q1 2024 Earnings Call, Jan 24, 2024.pdf",0,,,,0,,,,0,,,
TEL,2025Q1,2025-01-22 13:30:00+00:00,2025-01-22,"TE Connectivity plc, Q1 2025 Earnings Call, Jan 22, 2025.pdf",7,0.14285714285714285,0.0,0.0,1,0.0,0.0,0.0,6,0.16666666666666666,0.0,
TEL,2025Q2,2025-04-23 12:30:00+00:00,2025-04-23,"TE Connectivity plc, Q2 2025 Earnings Call, Apr 23, 2025.pdf",33,0.0,0.06060606060606061,0.09090909090909091,9,0.0,0.0,0.0,24,0.0,0.08333333333333333,0.2
TEL,2025Q3,2025-07-23 12:30:00+00:00,2025-07-23,"TE Connectivity plc, Q3 2025 Earnings Call, Jul 23, 2025.pdf",8,0.125,0.0,0.0,2,0.0,0.0,0.0,6,0.16666666666666666,0.0,0.0
,2025Q1,2025-02-06 21:30:00+00:00,2025-02-07,"Take-Two Interactive Software, Inc., Q3 2025 Earnings Call, Feb 06, 2025.pdf",1,1.0,0.0,,0,,,,1,1.0,0.0,
,2025Q2,2025-05-08 21:00:00+00:00,2025-05-09,"TKO Group Holdings, Inc., Q1 2025 Earnings Call, May 08, 2025.pdf",1,0.0,0.0,,1,0.0,0.0,,0,,,
,2024Q4,2024-11-07 13:00:00+00:00,2024-11-07,"Tapestry, Inc., Q1 2025 Earnings Call, Nov 07, 2024.pdf",4,-0.5,0.5,,0,,,,4,-0.5,0.5,
,2025Q1,2025-02-06 13:00:00+00:00,2025-02-06,"Tapestry, Inc., Q2 2025 Earnings Call, Feb 06, 2025.pdf",1,0.0,0.0,0.0,1,0.0,0.0,0.0,0,,,
TRGP,2025Q2,2025-05-01 15:00:00+00:00,2025-05-01,"Targa Resources Corp., Q1 2025 Earnings Call, May 01, 2025.pdf",4,0.25,0.0,1.0,2,0.5,0.0,1.0,2,0.0,0.0,
,2025Q2,2025-05-08 12:00:00+00:00,2025-05-08,"Tapestry, Inc., Q3 2025 Earnings Call, May 08, 2025.pdf",12,0.3333333333333333,0.0,1.0,5,0.2,0.0,,7,0.42857142857142855,0.0,1.0
,2025Q3,2025-08-14 12:00:00+00:00,2025-08-14,"Tapestry, Inc., Q4 2025 Earnings Call, Aug 14, 2025.pdf",32,0.03125,0.09375,0.0,12,-0.08333333333333333,0.25,0.0,20,0.1,0.0,0.0
TGT,2025Q3,2025-08-20 12:00:00+00:00,2025-08-20,"Target Corporation, Q2 2026 Earnings Call, Aug 20, 2025.pdf",30,0.0,0.13333333333333333,0.0,14,0.0,0.21428571428571427,0.0,16,0.0,0.0625,0.0
TDY,2025Q2,2025-04-23 15:00:00+00:00,2025-04-23,"Teledyne Technologies Incorporated, Q1 2025 Earnings Call, Apr 23, 2025.pdf",23,0.043478260869565216,0.08695652173913043,0.0,4,0.25,0.0,,19,0.0,0.10526315789473684,0.0
TDY,2024Q1,2024-01-24 16:00:00+00:00,2024-01-25,"Teledyne Technologies Incorporated, Q4 2023 Earnings Call, Jan 24, 2024.pdf",0,,,,0,,,,0,,,
TDY,2025Q3,2025-07-23 15:00:00+00:00,2025-07-23,"Teledyne Technologies Incorporated, Q2 2025 Earnings Call, Jul 23, 2025.pdf",8,0.0,0.125,,1,0.0,0.0,,7,0.0,0.14285714285714285,
TDY,2025Q1,2025-01-22 16:00:00+00:00,2025-01-23,"Teledyne Technologies Incorporated, Q4 2024 Earnings Call, Jan 22, 2025.pdf",4,-0.25,0.25,,0,,,,4,-0.25,0.25,
,2025Q2,2025-04-29 12:30:00+00:00,2025-04-29,"Teradyne, Inc., Q1 2025 Earnings Call, Apr 29, 2025.pdf",13,-0.23076923076923078,0.23076923076923078,0.0,7,-0.2857142857142857,0.2857142857142857,0.0,6,-0.16666666666666666,0.16666666666666666,
TGT,2024Q1,2024-03-05 14:00:00+00:00,2024-03-05,"Target Corporation, Q4 2024 Earnings Call, Mar 05, 2024.pdf",0,,,,0,,,,0,,,
TFX,2025Q1,2025-02-27 13:00:00+00:00,2025-02-27,"Teleflex Incorporated, Q4 2024 Earnings Call, Feb 27, 2025.pdf",14,-0.21428571428571427,0.21428571428571427,-0.3333333333333333,3,-0.3333333333333333,0.3333333333333333,-0.5,11,-0.18181818181818182,0.18181818181818182,0.0
,2024Q1,2024-01-31 13:30:00+00:00,2024-01-31,"Teradyne, Inc., Q4 2023 Earnings Call, Jan 31, 2024.pdf",0,,,,0,,,,0,,,
,2025Q3,2025-07-23 21:30:00+00:00,2025-07-24,"Tesla, Inc., Q2 2025 Earnings Call, Jul 23, 2025.pdf",14,0.16666666666666666,0.14285714285714285,-0.33333333333333337,8,0.16666666666666666,0.125,0.3333333333333333,5,0.0,0.2,-1.0
,2025Q2,2025-04-22 21:30:00+00:00,2025-04-23,"Tesla, Inc., Q1 2025 Earnings Call, Apr 22, 2025.pdf",25,-0.06666666666666667,0.16,0.3333333333333333,13,0.0,0.15384615384615385,0.3333333333333333,12,-0.1388888888888889,0.16666666666666666,
,2024Q1,2024-01-24 22:30:00+00:00,2024-01-25,"Tesla, Inc., Q4 2023 Earnings Call, Jan 24, 2024.pdf",6,-0.16666666666666666,0.3333333333333333,0.0,1,-1.0,1.0,,4,0.0,0.25,0.0
,2025Q1,2025-01-29 22:30:00+00:00,2025-01-30,"Tesla, Inc., Q4 2024 Earnings Call, Jan 29, 2025.pdf",7,0.0,0.14285714285714285,0.0,2,0.5,0.0,1.0,4,-0.25,0.25,-1.0
,2025Q2,2025-04-23 20:30:00+00:00,2025-04-24,"Texas Instruments Incorporated, Q1 2025 Earnings Call, Apr 23, 2025.pdf",13,-0.23076923076923078,0.3076923076923077,0.0,1,-1.0,1.0,,12,-0.16666666666666666,0.25,0.0
,2025Q3,2025-07-22 20:30:00+00:00,2025-07-23,"Texas Instruments Incorporated, Q2 2025 Earnings Call, Jul 22, 2025.pdf",25,-0.04,0.12,0.0,1,-1.0,1.0,,24,0.0,0.08333333333333333,0.0
,2024Q1,2024-01-23 21:30:00+00:00,2024-01-24,"Texas Instruments Incorporated, Q4 2023 Earnings Call, Jan 23, 2024.pdf",0,,,,0,,,,0,,,
TXT,2025Q3,2025-07-24 12:00:00+00:00,2025-07-24,"Textron Inc., Q2 2025 Earnings Call, Jul 24, 2025.pdf",12,0.0,0.16666666666666666,,0,,,,12,0.0,0.16666666666666666,
TXT,2025Q1,2025-01-22 13:00:00+00:00,2025-01-22,"Textron Inc., Q4 2024 Earnings Call, Jan 22, 2025.pdf",4,0.0,0.0,,1,0.0,0.0,,3,0.0,0.0,
TXT,2024Q1,2024-01-24 13:00:00+00:00,2024-01-24,"Textron Inc., Q4 2023 Earnings Call, Jan 24, 2024.pdf",0,,,,0,,,,0,,,
AES,2025Q2,2025-05-02 14:00:00+00:00,2025-05-02,"The AES Corporation, Q1 2025 Earnings Call, May 02, 2025.pdf",13,0.0,0.07692307692307693,,8,0.125,0.0,,5,-0.2,0.2,
AES,2025Q3,2025-08-01 14:00:00+00:00,2025-08-01,"The AES Corporation, Q2 2025 Earnings Call, Aug 01, 2025.pdf",4,-0.25,0.25,,4,-0.25,0.25,,0,,,
AES,2024Q4,2024-11-01 13:00:00+00:00,2024-11-01,"The AES Corporation, Q3 2024 Earnings Call, Nov 01, 2024.pdf",2,-0.5,0.5,,2,-0.5,0.5,,0,,,
ALL,2025Q2,2025-05-01 13:00:00+00:00,2025-05-01,"The Allstate Corporation, Q1 2025 Earnings Call, May 01, 2025.pdf",9,-0.2222222222222222,0.2222222222222222,,0,,,,9,-0.2222222222222222,0.2222222222222222,
ALL,2025Q3,2025-07-31 13:00:00+00:00,2025-07-31,"The Allstate Corporation, Q2 2025 Earnings Call, Jul 31, 2025.pdf",3,0.0,0.3333333333333333,,0,,,,3,0.0,0.3333333333333333,
ALL,2025Q1,2025-02-06 14:00:00+00:00,2025-02-06,"The Allstate Corporation, Q4 2024 Earnings Call, Feb 06, 2025.pdf",0,,,,0,,,,0,,,
BA,2025Q3,2025-07-29 14:30:00+00:00,2025-07-29,"The Boeing Company, Q2 2025 Earnings Call, Jul 29, 2025.pdf",11,0.0,0.18181818181818182,0.0,3,0.3333333333333333,0.0,,8,-0.125,0.25,0.0
BA,2025Q2,2025-04-23 14:30:00+00:00,2025-04-23,"The Boeing Company, Q1 2025 Earnings Call, Apr 23, 2025.pdf",34,-0.029411764705882353,0.17647058823529413,0.2,13,0.07692307692307693,0.15384615384615385,0.2,21,-0.09523809523809523,0.19047619047619047,
BK,2025Q2,2025-04-11 15:00:00+00:00,2025-04-11,"The Bank of New York Mellon Corporation, Q1 2025 Earnings Call, Apr 11, 2025.pdf",2,0.0,0.0,,1,0.0,0.0,,1,0.0,0.0,
BA,2024Q1,2024-01-31 15:30:00+00:00,2024-01-31,"The Boeing Company, Q4 2023 Earnings Call, Jan 31, 2024.pdf",4,0.0,0.0,,0,,,,4,0.0,0.0,
BK,2024Q1,2024-01-12 18:00:00+00:00,2024-01-13,"The Bank of New York Mellon Corporation, Q4 2023 Earnings Call, Jan 12, 2024.pdf",0,,,,0,,,,0,,,
CI,2025Q2,2025-05-02 12:30:00+00:00,2025-05-02,"The Cigna Group, Q1 2025 Earnings Call, May 02, 2025.pdf",1,0.0,0.0,,1,0.0,0.0,,0,,,
CI,2024Q1,2024-02-02 13:30:00+00:00,2024-02-02,"The Cigna Group, Q4 2023 Earnings Call, Feb 02, 2024.pdf",0,,,,0,,,,0,,,
CLX,2024Q4,2024-10-30 21:00:00+00:00,2024-10-31,"The Clorox Company, Q1 2025 Earnings Call, Oct 30, 2024.pdf",1,-1.0,1.0,,0,,,,1,-1.0,1.0,
CLX,2024Q1,2024-02-01 22:00:00+00:00,2024-02-02,"The Clorox Company, Q2 2024 Earnings Call, Feb 01, 2024.pdf",0,,,,0,,,,0,,,
CLX,2025Q1,2025-02-03 22:00:00+00:00,2025-02-04,"The Clorox Company, Q2 2025 Earnings Call, Feb 03, 2025.pdf",6,0.16666666666666666,0.0,0.0,0,,,,6,0.16666666666666666,0.0,0.0
CLX,2025Q2,2025-05-05 21:00:00+00:00,2025-05-06,"The Clorox Company, Q3 2025 Earnings Call, May 05, 2025.pdf",15,-0.2,0.2,-0.4,0,,,,15,-0.2,0.2,-0.4
KO,2025Q2,2025-04-30 13:30:00+00:00,2025-04-30,The Coca-Cola Company - ShareholderAnalyst Call.pdf,3,-0.6666666666666666,0.6666666666666666,,0,,,,3,-0.6666666666666666,0.6666666666666666,
CLX,2025Q3,2025-07-31 21:00:00+00:00,2025-08-01,"The Clorox Company, Q4 2025 Earnings Call, Jul 31, 2025.pdf",11,0.09090909090909091,0.0,1.0,1,0.0,0.0,,10,0.1,0.0,1.0
KO,2025Q2,2025-04-29 12:30:00+00:00,2025-04-29,"The Coca-Cola Company, Q1 2025 Earnings Call, Apr 29, 2025.pdf",4,0.25,0.0,,1,0.0,0.0,,3,0.3333333333333333,0.0,
,2025Q3,2025-08-27 21:00:00+00:00,2025-08-28,"The Cooper Companies, Inc., Q3 2025 Earnings Call, Aug 27, 2025.pdf",8,0.25,0.0,0.5,3,0.3333333333333333,0.0,0.5,5,0.2,0.0,
,2024Q1,2024-02-05 14:30:00+00:00,2024-02-05,"The Estee Lauder Companies Inc., Q2 2024 Earnings Call, Feb 05, 2024.pdf",0,,,,0,,,,0,,,
,2025Q2,2025-05-01 12:30:00+00:00,2025-05-01,"The Estee Lauder Companies Inc., Q3 2025 Earnings Call, May 01, 2025.pdf",25,0.13333333333333333,0.04,0.0,9,0.14814814814814814,0.1111111111111111,-1.0,16,0.125,0.0,1.0
,2025Q2,2025-04-14 13:30:00+00:00,2025-04-14,"The Goldman Sachs Group, Inc., Q1 2025 Earnings Call, Apr 14, 2025.pdf",1,-1.0,1.0,,1,-1.0,1.0,,0,,,
,2025Q3,2025-08-20 12:30:00+00:00,2025-08-20,"The Estee Lauder Companies Inc., Q4 2025 Earnings Call, Aug 20, 2025.pdf",8,0.5,0.125,0.5,6,0.5,0.16666666666666666,,2,0.5,0.0,0.5
,2024Q1,2024-01-16 14:30:00+00:00,2024-01-16,"The Goldman Sachs Group, Inc., Q4 2023 Earnings Call, Jan 16, 2024.pdf",0,,,,0,,,,0,,,
,2024Q1,2024-02-02 14:00:00+00:00,2024-02-02,"The Hartford Financial Services Group, Inc., Q4 2023 Earnings Call, Feb 02, 2024.pdf",0,,,,0,,,,0,,,
HSY,2025Q2,2025-05-01 00:00:00+00:00,2025-05-01,"The Hershey Company, Q1 2025 Pre Recorded Earnings Call, May 01, 2025.pdf",17,-0.17647058823529413,0.17647058823529413,-0.14285714285714285,17,-0.17647058823529413,0.17647058823529413,-0.14285714285714285,0,,,
,2025Q2,2025-04-25 13:00:00+00:00,2025-04-25,"The Hartford Insurance Group, Inc., Q1 2025 Earnings Call, Apr 25, 2025.pdf",7,-0.2857142857142857,0.2857142857142857,0.0,0,,,,7,-0.2857142857142857,0.2857142857142857,0.0
HSY,2025Q3,2025-07-30 10:45:00+00:00,2025-07-30,"The Hershey Company, Q2 2025 Pre Recorded Earnings Call, Jul 30, 2025.pdf",13,0.2564102564102564,0.0,0.3333333333333333,13,0.2564102564102564,0.0,0.3333333333333333,0,,,
HSY,2025Q2,2025-05-01 12:30:00+00:00,2025-05-01,"The Hershey Company, Q1 2025 Earnings Call, May 01, 2025.pdf",26,0.0,0.11538461538461539,0.0,0,,,,26,0.0,0.11538461538461539,0.0
HSY,2025Q3,2025-07-30 12:15:00+00:00,2025-07-30,"The Hershey Company, Q2 2025 Earnings Call, Jul 30, 2025.pdf",27,0.1111111111111111,0.07407407407407407,-0.3333333333333333,0,,,,27,0.1111111111111111,0.07407407407407407,-0.3333333333333333
,2025Q3,2025-07-29 13:00:00+00:00,2025-07-29,"The Hartford Insurance Group, Inc., Q2 2025 Earnings Call, Jul 29, 2025.pdf",6,0.16666666666666666,0.16666666666666666,,1,0.0,0.0,,5,0.2,0.2,
HSY,2024Q1,2024-02-08 12:00:00+00:00,2024-02-08,"The Hershey Company, Q4 2023 Pre Recorded Earnings Call, Feb 08, 2024.pdf",0,,,,0,,,,0,,,
HSY,2025Q1,2025-02-06 12:00:00+00:00,2025-02-06,"The Hershey Company, Q4 2024 Pre Recorded Earnings Call, Feb 06, 2025.pdf",1,-1.0,1.0,,1,-1.0,1.0,,0,,,
,2025Q3,2025-08-19 13:00:00+00:00,2025-08-19,"The Home Depot, Inc., Q2 2026 Earnings Call, Aug 19, 2025.pdf",6,0.0,0.0,,0,,,,6,0.0,0.0,
SJM,2025Q3,2025-08-27 13:00:00+00:00,2025-08-27,"The J. M. Smucker Company, Q1 2026 Earnings Call, Aug 27, 2025.pdf",17,-0.058823529411764705,0.17647058823529413,0.0,0,,,,17,-0.058823529411764705,0.17647058823529413,0.0
,2024Q4,2024-11-12 14:00:00+00:00,2024-11-12,"The Home Depot, Inc., Q3 2025 Earnings Call, Nov 12, 2024.pdf",7,-0.14285714285714285,0.14285714285714285,0.0,0,,,,7,-0.14285714285714285,0.14285714285714285,0.0
